wordle_dict,V1,V2,V3,V4,V5,p 7,s 7,p 8,s 8,p 9,s 9,p 10,s 10,p 11,s 11,sumf,sum_uniqs,unique,score,rank,UxSUxSF,rank2
putty,p,u,t,t,y,6.62195497995683,3.112858464384829,9.150477952513105,3.8714153561517115,4.748689485044712,5.080172679617638,6.922602528522972,5.080172679617638,10.029293863706444,3.1976564909034844,37.47301880974406,15.262102991057663,4,149.89207523897625,9291,2287.6682898406198,11822
strut,s,t,r,u,t,12.064446500154178,10.275979031760716,1.8424298489053346,5.080172679617638,9.23527597903176,6.410730804810361,3.0912735121800803,3.8714153561517115,5.604378661732963,5.080172679617638,31.837804502004317,25.638297872340427,4,127.35121800801727,10943.5,3265.068461694911,10013
burnt,b,u,r,n,t,7.007400555041627,2.5084798026518653,9.150477952513105,3.8714153561517115,9.23527597903176,6.410730804810361,6.074622263336417,4.551341350601295,5.604378661732963,5.080172679617638,37.07215541165587,22.42213999383287,5,185.36077705827935,6389,4156.185292566384,8143
tulip,t,u,l,i,p,6.282762873882208,5.080172679617638,9.150477952513105,3.8714153561517115,6.537156953438175,5.197348134443416,6.7838421214924445,5.795559666975024,1.133209990749306,3.112858464384829,29.88744989207524,23.05735430157262,5,149.4372494603762,9319,3445.6276066603855,9649
crick,c,r,i,c,k,7.107616404563675,3.1267345050878816,7.246376811594203,6.410730804810361,8.102065988282455,5.795559666975024,3.1683626271970398,3.1267345050878816,1.9966080789392537,2.320382362010484,27.621029910576627,17.65340733888375,4,110.48411964230651,11858.5,1950.421168523604,12267
idyll,i,d,y,l,l,1.2719703977798333,5.795559666975024,0.6475485661424607,3.781991982732038,1.6419981498612395,3.1976564909034844,5.943570767807586,5.197348134443416,3.669441874807277,5.197348134443416,13.174529756398396,17.97255627505396,4,52.698119025593584,12957,947.1199097769725,12920
vixen,v,i,x,e,n,1.8655565834104226,1.0699969164353993,10.661424606845515,5.795559666975024,1.0252852297255628,0.44403330249768735,17.9386370644465,10.271353684859697,4.085723095898859,4.551341350601295,35.57662658032686,22.132284921369102,5,177.8831329016343,6926,3936.9601800847367,8600
furor,f,u,r,o,r,4.609929078014184,1.719087264878199,9.150477952513105,3.8714153561517115,9.23527597903176,6.410730804810361,5.38082022818378,6.842429848905334,5.188097440641382,6.410730804810361,33.56460067838421,18.843663274745605,4,134.25840271353684,10485,2529.92013253908,11411
geeky,g,e,e,k,y,4.9182855380820225,2.534690101757632,12.550107924761022,10.271353684859697,6.799259944495837,10.271353684859697,3.8775824853530683,2.320382362010484,10.029293863706444,3.1976564909034844,38.17452975639839,18.324082639531298,4,152.69811902559357,9063.5,2798.052951925963,10918
cough,c,o,u,g,h,7.107616404563675,3.1267345050878816,16.15787850755473,6.842429848905334,5.141843971631205,3.8714153561517115,3.260869565217391,2.534690101757632,2.8522972556275055,2.713536848596978,34.520505704594505,19.088806660499536,5,172.60252852297253,7321,3294.776296088379,9947
naive,n,a,i,v,e,2.505396238051187,4.551341350601295,17.44526672833796,9.23527597903176,8.102065988282455,5.795559666975024,1.2025901942645698,1.0699969164353993,11.732963305581253,10.271353684859697,40.988282454517424,30.923527597903174,5,204.94141227258712,5223,6337.511418364599,4315
shoal,s,h,o,a,l,12.064446500154178,10.275979031760716,4.2090656799259945,2.713536848596978,7.654949121184089,6.842429848905334,8.279370952821461,9.23527597903176,3.669441874807277,5.197348134443416,35.877274128893,34.264569842738204,5,179.386370644465,6810,6146.596825782593,4585
stork,s,t,o,r,k,12.064446500154178,10.275979031760716,1.8424298489053346,5.080172679617638,7.654949121184089,6.842429848905334,5.542707369719396,6.410730804810361,1.9966080789392537,2.320382362010484,29.10114091890225,30.929694727104533,5,145.50570459451126,9634,4500.447024160484,7497
bathe,b,a,t,h,e,7.007400555041627,2.5084798026518653,17.44526672833796,9.23527597903176,4.748689485044712,5.080172679617638,1.8115942028985508,2.713536848596978,11.732963305581253,10.271353684859697,42.7459142769041,29.80881899475794,5,213.7295713845205,4802,6371.026107228368,4261
aunty,a,u,n,t,y,5.6814677767499235,9.23527597903176,9.150477952513105,3.8714153561517115,7.431390687634906,4.551341350601295,6.922602528522972,5.080172679617638,10.029293863706444,3.1976564909034844,39.21523280912735,25.93586185630589,5,196.07616404563674,5724,5085.404304002007,6390
check,c,h,e,c,k,7.107616404563675,3.1267345050878816,4.2090656799259945,2.713536848596978,6.799259944495837,10.271353684859697,3.1683626271970398,3.1267345050878816,1.9966080789392537,2.320382362010484,23.2809127351218,18.43200740055504,4,93.1236509404872,12475,1716.4558233017642,12499
prime,p,r,i,m,e,6.62195497995683,3.112858464384829,7.246376811594203,6.410730804810361,8.102065988282455,5.795559666975024,3.0989824236817762,3.046561825470244,11.732963305581253,10.271353684859697,36.80234350909652,28.637064446500155,5,184.01171754548258,6489.5,5269.555414261168,6060
brass,b,r,a,s,s,7.007400555041627,2.5084798026518653,7.246376811594203,6.410730804810361,9.528214616096207,9.23527597903176,3.9777983348751156,10.275979031760716,30.511871723712613,10.275979031760716,58.271662041319765,28.4304656182547,4,233.08664816527906,3830,6626.761936737196,3909
outer,o,u,t,e,r,2.0197348134443414,6.842429848905334,9.150477952513105,3.8714153561517115,4.748689485044712,5.080172679617638,17.9386370644465,10.271353684859697,5.188097440641382,6.410730804810361,39.04563675609004,32.47610237434474,5,195.2281837804502,5777.5,6340.250482811291,4310
furry,f,u,r,r,y,4.609929078014184,1.719087264878199,9.150477952513105,3.8714153561517115,9.23527597903176,6.410730804810361,5.542707369719396,6.410730804810361,10.029293863706444,3.1976564909034844,38.56768424298489,15.198889916743756,4,154.27073697193956,8924,2344.7439486114404,11734
razor,r,a,z,o,r,4.841196423065063,6.410730804810361,17.44526672833796,9.23527597903176,1.0946654332408263,0.6691335183472094,5.38082022818378,6.842429848905334,5.188097440641382,6.410730804810361,33.95004625346901,23.157570151094664,4,135.80018501387605,10360,3144.802310990469,10262
elect,e,l,e,c,t,2.335800185013876,10.271353684859697,5.388529139685477,5.197348134443416,6.799259944495837,10.271353684859697,3.1683626271970398,3.1267345050878816,5.604378661732963,5.080172679617638,23.29633055812519,23.675609004008635,4,93.18532223250077,12472.5,2206.219254089241,11925
evict,e,v,i,c,t,2.335800185013876,10.271353684859697,0.40086339808818994,1.0699969164353993,8.102065988282455,5.795559666975024,3.1683626271970398,3.1267345050878816,5.604378661732963,5.080172679617638,19.611470860314522,25.34381745297564,5,98.05735430157262,12330,2485.147687340812,11489
imply,i,m,p,l,y,1.2719703977798333,5.795559666975024,1.4492753623188406,3.046561825470244,2.80604378661733,3.112858464384829,5.943570767807586,5.197348134443416,10.029293863706444,3.1976564909034844,21.500154178230034,20.349984582176997,5,107.50077089115017,11995,2187.6390302070477,11952
demur,d,e,m,u,r,5.280604378661733,3.781991982732038,12.550107924761022,10.271353684859697,3.939253777366636,3.046561825470244,3.0912735121800803,3.8714153561517115,5.188097440641382,6.410730804810361,30.049337033610854,27.382053654024052,5,150.24668516805428,9259.5,4114.062794610922,8233
quota,q,u,o,t,a,0.6012950971322849,0.1726796176379895,9.150477952513105,3.8714153561517115,7.654949121184089,6.842429848905334,6.922602528522972,5.080172679617638,5.242059821153253,9.23527597903176,29.571384520505706,25.20197348134443,5,147.85692260252853,9453.5,3726.28624246212,9065
haven,h,a,v,e,n,3.769657724329325,2.713536848596978,17.44526672833796,9.23527597903176,1.8501387604070305,1.0699969164353993,17.9386370644465,10.271353684859697,4.085723095898859,4.551341350601295,45.08942337341967,27.84150477952513,5,225.44711686709834,4219.5,6276.78698178548,4402
cavil,c,a,v,i,l,7.107616404563675,3.1267345050878816,17.44526672833796,9.23527597903176,1.8501387604070305,1.0699969164353993,6.7838421214924445,5.795559666975024,3.669441874807277,5.197348134443416,36.856305889608386,24.42491520197348,5,184.28152944804194,6464,4501.060730058402,7495
swear,s,w,e,a,r,12.064446500154178,10.275979031760716,1.2565525747764417,1.6019118100524206,6.799259944495837,10.271353684859697,8.279370952821461,9.23527597903176,5.188097440641382,6.410730804810361,33.5877274128893,37.795251310514956,5,167.9386370644465,7695,6347.282992596118,4302
crump,c,r,u,m,p,7.107616404563675,3.1267345050878816,7.246376811594203,6.410730804810361,5.141843971631205,3.8714153561517115,3.0989824236817762,3.046561825470244,1.133209990749306,3.112858464384829,23.728029602220165,19.568300955905027,5,118.64014801110082,11450.5,2321.586121734338,11769
dough,d,o,u,g,h,5.280604378661733,3.781991982732038,16.15787850755473,6.842429848905334,5.141843971631205,3.8714153561517115,3.260869565217391,2.534690101757632,2.8522972556275055,2.713536848596978,32.69349367869257,19.744064138143692,5,163.46746839346284,8098.5,3227.5121804605074,10095
gavel,g,a,v,e,l,4.9182855380820225,2.534690101757632,17.44526672833796,9.23527597903176,1.8501387604070305,1.0699969164353993,17.9386370644465,10.271353684859697,3.669441874807277,5.197348134443416,45.82176996608079,28.308664816527905,5,229.10884983040393,4035,6485.7656363491305,4084
wagon,w,a,g,o,n,3.1837804502004317,1.6019118100524206,17.44526672833796,9.23527597903176,2.80604378661733,2.534690101757632,5.38082022818378,6.842429848905334,4.085723095898859,4.551341350601295,32.90163428923836,24.765649090348443,5,164.5081714461918,7997,4074.1516465312657,8322
salon,s,a,l,o,n,12.064446500154178,10.275979031760716,17.44526672833796,9.23527597903176,6.537156953438175,5.197348134443416,5.38082022818378,6.842429848905334,4.085723095898859,4.551341350601295,45.51341350601295,36.10237434474252,5,227.56706753006478,4120,8215.7114605057,2225
nudge,n,u,d,g,e,2.505396238051187,4.551341350601295,9.150477952513105,3.8714153561517115,3.006475485661425,3.781991982732038,3.260869565217391,2.534690101757632,11.732963305581253,10.271353684859697,29.65618254702436,25.010792476102374,5,148.2809127351218,9423,3708.6231365851772,9111
harem,h,a,r,e,m,3.769657724329325,2.713536848596978,17.44526672833796,9.23527597903176,9.23527597903176,6.410730804810361,17.9386370644465,10.271353684859697,1.403021893308665,3.046561825470244,49.79185938945421,31.677459142769038,5,248.95929694727104,3081,7886.397957259684,2514
pitch,p,i,t,c,h,6.62195497995683,3.112858464384829,10.661424606845515,5.795559666975024,4.748689485044712,5.080172679617638,3.1683626271970398,3.1267345050878816,2.8522972556275055,2.713536848596978,28.0527289546716,19.82886216466235,5,140.263644773358,10050.5,2781.268478924079,10944
sworn,s,w,o,r,n,12.064446500154178,10.275979031760716,1.2565525747764417,1.6019118100524206,7.654949121184089,6.842429848905334,5.542707369719396,6.410730804810361,4.085723095898859,4.551341350601295,30.604378661732962,29.682392846130128,5,153.0218933086648,9037.5,4542.055951246401,7413
pupil,p,u,p,i,l,6.62195497995683,3.112858464384829,9.150477952513105,3.8714153561517115,2.80604378661733,3.112858464384829,6.7838421214924445,5.795559666975024,3.669441874807277,5.197348134443416,29.031760715386987,17.97718162195498,4,116.12704286154795,11579.5,2087.636940742598,12088
excel,e,x,c,e,l,2.335800185013876,10.271353684859697,0.43940795559666973,0.44403330249768735,3.0218933086648163,3.1267345050878816,17.9386370644465,10.271353684859697,3.669441874807277,5.197348134443416,27.40518038852914,19.039469626888682,4,109.62072155411656,11906.5,2087.120398507224,12090
stony,s,t,o,n,y,12.064446500154178,10.275979031760716,1.8424298489053346,5.080172679617638,7.654949121184089,6.842429848905334,6.074622263336417,4.551341350601295,10.029293863706444,3.1976564909034844,37.66574159728646,29.947579401788467,5,188.3287079864323,6200,5639.988936059915,5397
cabin,c,a,b,i,n,7.107616404563675,3.1267345050878816,17.44526672833796,9.23527597903176,2.582485353068147,2.5084798026518653,6.7838421214924445,5.795559666975024,4.085723095898859,4.551341350601295,38.00493370336108,25.217391304347828,5,190.0246685168054,6106,4791.926423467267,6967
unzip,u,n,z,i,p,1.4569842738205365,3.8714153561517115,2.6595744680851063,4.551341350601295,1.0946654332408263,0.6691335183472094,6.7838421214924445,5.795559666975024,1.133209990749306,3.112858464384829,13.12827628738822,18.000308356460067,5,65.6413814369411,12911,1181.5651068089535,12851
queen,q,u,e,e,n,0.6012950971322849,0.1726796176379895,9.150477952513105,3.8714153561517115,6.799259944495837,10.271353684859697,17.9386370644465,10.271353684859697,4.085723095898859,4.551341350601295,38.575393154486584,18.866790009250693,4,154.30157261794633,8920.5,2911.17536867994,10711
trout,t,r,o,u,t,6.282762873882208,5.080172679617638,7.246376811594203,6.410730804810361,7.654949121184089,6.842429848905334,3.0912735121800803,3.8714153561517115,5.604378661732963,5.080172679617638,29.879740980573544,22.204748689485044,4,119.51896392229418,11410.5,2653.888557522172,11184
polyp,p,o,l,y,p,6.62195497995683,3.112858464384829,16.15787850755473,6.842429848905334,6.537156953438175,5.197348134443416,0.8325624421831638,3.1976564909034844,1.133209990749306,3.112858464384829,31.282762873882206,18.350292938637065,4,125.13105149552882,11092.5,2296.1914506626335,11805
earth,e,a,r,t,h,2.335800185013876,10.271353684859697,17.44526672833796,9.23527597903176,9.23527597903176,6.410730804810361,6.922602528522972,5.080172679617638,2.8522972556275055,2.713536848596978,38.791242676534075,33.711069996916436,5,193.95621338267037,5849,6538.471485680061,4018
storm,s,t,o,r,m,12.064446500154178,10.275979031760716,1.8424298489053346,5.080172679617638,7.654949121184089,6.842429848905334,5.542707369719396,6.410730804810361,1.403021893308665,3.046561825470244,28.50755473327166,31.65587419056429,5,142.5377736663583,9861,4512.157830585366,7472
until,u,n,t,i,l,1.4569842738205365,3.8714153561517115,2.6595744680851063,4.551341350601295,4.748689485044712,5.080172679617638,6.7838421214924445,5.795559666975024,3.669441874807277,5.197348134443416,19.318532223250077,24.495837187789085,5,96.59266111625038,12377,2366.118100238955,11705
taper,t,a,p,e,r,6.282762873882208,5.080172679617638,17.44526672833796,9.23527597903176,2.80604378661733,3.112858464384829,17.9386370644465,10.271353684859697,5.188097440641382,6.410730804810361,49.66080789392538,34.110391612704284,5,248.3040394696269,3111,8469.748025325354,1989
enter,e,n,t,e,r,2.335800185013876,10.271353684859697,2.6595744680851063,4.551341350601295,4.748689485044712,5.080172679617638,17.9386370644465,10.271353684859697,5.188097440641382,6.410730804810361,32.87079864323157,26.31359851988899,4,131.4831945729263,10692,3459.7959941044296,9619
child,c,h,i,l,d,7.107616404563675,3.1267345050878816,4.2090656799259945,2.713536848596978,8.102065988282455,5.795559666975024,5.943570767807586,5.197348134443416,6.344434165895775,3.781991982732038,31.706753006475484,20.615171137835336,5,158.53376503237743,8536.5,3268.200697267836,10010
adopt,a,d,o,p,t,5.6814677767499235,9.23527597903176,0.6475485661424607,3.781991982732038,7.654949121184089,6.842429848905334,3.2223250077089114,3.112858464384829,5.604378661732963,5.080172679617638,22.81066913351835,28.0527289546716,5,114.05334566759174,11682,3199.5075923864197,10149
minor,m,i,n,o,r,5.342275670675301,3.046561825470244,10.661424606845515,5.795559666975024,7.431390687634906,4.551341350601295,5.38082022818378,6.842429848905334,5.188097440641382,6.410730804810361,34.00400863398088,26.646623496762256,5,170.0200431699044,7522.5,4530.460077251708,7436
fatty,f,a,t,t,y,4.609929078014184,1.719087264878199,17.44526672833796,9.23527597903176,4.748689485044712,5.080172679617638,6.922602528522972,5.080172679617638,10.029293863706444,3.1976564909034844,43.75578168362627,19.232192414431083,4,175.02312673450507,7143,3366.0784503333584,9811
husky,h,u,s,k,y,3.769657724329325,2.713536848596978,9.150477952513105,3.8714153561517115,4.108849830403947,10.275979031760716,3.8775824853530683,2.320382362010484,10.029293863706444,3.1976564909034844,30.93586185630589,22.378970089423376,5,154.67930928152947,8891,3461.5636358640154,9613
brave,b,r,a,v,e,7.007400555041627,2.5084798026518653,7.246376811594203,6.410730804810361,9.528214616096207,9.23527597903176,1.2025901942645698,1.0699969164353993,11.732963305581253,10.271353684859697,36.71754548257786,29.495837187789082,5,183.5877274128893,6529,5415.073717446786,5788
filet,f,i,l,e,t,4.609929078014184,1.719087264878199,10.661424606845515,5.795559666975024,6.537156953438175,5.197348134443416,17.9386370644465,10.271353684859697,5.604378661732963,5.080172679617638,45.35152636447734,28.063521430773974,5,226.75763182238668,4152,6363.617660239102,4277
slime,s,l,i,m,e,12.064446500154178,10.275979031760716,5.388529139685477,5.197348134443416,8.102065988282455,5.795559666975024,3.0989824236817762,3.046561825470244,11.732963305581253,10.271353684859697,40.38698735738514,34.5868023435091,5,201.93493678692568,5388,6984.283744898404,3434
glint,g,l,i,n,t,4.9182855380820225,2.534690101757632,5.388529139685477,5.197348134443416,8.102065988282455,5.795559666975024,6.074622263336417,4.551341350601295,5.604378661732963,5.080172679617638,30.087881591119334,23.159111933395003,5,150.43940795559666,9243.5,3484.043088037338,9571
tread,t,r,e,a,d,6.282762873882208,5.080172679617638,7.246376811594203,6.410730804810361,6.799259944495837,10.271353684859697,8.279370952821461,9.23527597903176,6.344434165895775,3.781991982732038,34.95220474868948,34.77952513105149,5,174.76102374344742,7163,6078.1054172135155,4689
steal,s,t,e,a,l,12.064446500154178,10.275979031760716,1.8424298489053346,5.080172679617638,6.799259944495837,10.271353684859697,8.279370952821461,9.23527597903176,3.669441874807277,5.197348134443416,32.65494912118409,40.06012950971323,5,163.27474560592043,8115,6540.807454638653,4015
regal,r,e,g,a,l,4.841196423065063,6.410730804810361,12.550107924761022,10.271353684859697,2.80604378661733,2.534690101757632,8.279370952821461,9.23527597903176,3.669441874807277,5.197348134443416,32.14616096207215,33.649398704902865,5,160.73080481036075,8349,5408.494935223748,5798
guest,g,u,e,s,t,4.9182855380820225,2.534690101757632,9.150477952513105,3.8714153561517115,6.799259944495837,10.271353684859697,3.9777983348751156,10.275979031760716,5.604378661732963,5.080172679617638,30.450200431699045,32.0336108541474,5,152.25100215849523,9096.5,4877.149355299192,6798
every,e,v,e,r,y,2.335800185013876,10.271353684859697,0.40086339808818994,1.0699969164353993,6.799259944495837,10.271353684859697,5.542707369719396,6.410730804810361,10.029293863706444,3.1976564909034844,25.107924761023742,20.94973789700894,4,100.43169904409497,12262,2104.017771525073,12068
murky,m,u,r,k,y,5.342275670675301,3.046561825470244,9.150477952513105,3.8714153561517115,9.23527597903176,6.410730804810361,3.8775824853530683,2.320382362010484,10.029293863706444,3.1976564909034844,37.63490595127968,18.846746839346284,5,188.17452975639839,6214.5,3546.4777239318746,9431
share,s,h,a,r,e,12.064446500154178,10.275979031760716,4.2090656799259945,2.713536848596978,9.528214616096207,9.23527597903176,5.542707369719396,6.410730804810361,11.732963305581253,10.271353684859697,43.07739747147703,38.906876349059516,5,215.38698735738512,4723.5,8380.03488431023,2072
spore,s,p,o,r,e,12.064446500154178,10.275979031760716,1.7807585568917668,3.112858464384829,7.654949121184089,6.842429848905334,5.542707369719396,6.410730804810361,11.732963305581253,10.271353684859697,38.77582485353068,36.913351834720935,5,193.8791242676534,5853,7156.728327499472,3266
hoist,h,o,i,s,t,3.769657724329325,2.713536848596978,16.15787850755473,6.842429848905334,8.102065988282455,5.795559666975024,3.9777983348751156,10.275979031760716,5.604378661732963,5.080172679617638,37.611779216774586,30.70767807585569,5,188.05889608387292,6221,5774.852040244368,5155
buxom,b,u,x,o,m,7.007400555041627,2.5084798026518653,9.150477952513105,3.8714153561517115,1.0252852297255628,0.44403330249768735,5.38082022818378,6.842429848905334,1.403021893308665,3.046561825470244,23.96700585877274,16.712920135676843,5,119.8350292938637,11387,2002.7932740448389,12191
inner,i,n,n,e,r,1.2719703977798333,5.795559666975024,2.6595744680851063,4.551341350601295,7.431390687634906,4.551341350601295,17.9386370644465,10.271353684859697,5.188097440641382,6.410730804810361,34.48967005858773,27.028985507246375,4,137.9586802343509,10203.5,3728.8831686531075,9060
otter,o,t,t,e,r,2.0197348134443414,6.842429848905334,1.8424298489053346,5.080172679617638,4.748689485044712,5.080172679617638,17.9386370644465,10.271353684859697,5.188097440641382,6.410730804810361,31.73758865248227,28.60468701819303,4,126.95035460992908,10965,3631.37516046564,9273
dimly,d,i,m,l,y,5.280604378661733,3.781991982732038,10.661424606845515,5.795559666975024,3.939253777366636,3.046561825470244,5.943570767807586,5.197348134443416,10.029293863706444,3.1976564909034844,35.854147394387915,21.019118100524206,5,179.27073697193958,6821.5,3768.112792381209,8963
level,l,e,v,e,l,4.448041936478569,5.197348134443416,12.550107924761022,10.271353684859697,1.8501387604070305,1.0699969164353993,17.9386370644465,10.271353684859697,3.669441874807277,5.197348134443416,40.4563675609004,16.538698735738514,3,121.3691026827012,11310,2007.287025096108,12186
sumac,s,u,m,a,c,12.064446500154178,10.275979031760716,9.150477952513105,3.8714153561517115,3.939253777366636,3.046561825470244,8.279370952821461,9.23527597903176,0.979031760715387,3.1267345050878816,34.41258094357077,29.555966697502313,5,172.06290471785383,7364.5,5085.485481716401,6389
donut,d,o,n,u,t,5.280604378661733,3.781991982732038,16.15787850755473,6.842429848905334,7.431390687634906,4.551341350601295,3.0912735121800803,3.8714153561517115,5.604378661732963,5.080172679617638,37.56552574776441,24.127351218008016,5,187.82762873882206,6236,4531.783167027176,7433
stilt,s,t,i,l,t,12.064446500154178,10.275979031760716,1.8424298489053346,5.080172679617638,8.102065988282455,5.795559666975024,5.943570767807586,5.197348134443416,5.604378661732963,5.080172679617638,33.556891766882515,26.349059512796792,4,134.22756706753006,10487.5,3536.7701529202723,9459
arena,a,r,e,n,a,5.6814677767499235,9.23527597903176,7.246376811594203,6.410730804810361,6.799259944495837,10.271353684859697,6.074622263336417,4.551341350601295,5.242059821153253,9.23527597903176,31.043786617329634,30.468701819303114,4,124.17514646931853,11146,3783.4555111419563,8923
sheet,s,h,e,e,t,12.064446500154178,10.275979031760716,4.2090656799259945,2.713536848596978,6.799259944495837,10.271353684859697,17.9386370644465,10.271353684859697,5.604378661732963,5.080172679617638,46.615787850755474,28.34104224483503,4,186.4631514030219,6318,5284.560051018114,6035
scrub,s,c,r,u,b,12.064446500154178,10.275979031760716,1.356768424298489,3.1267345050878816,9.23527597903176,6.410730804810361,3.0912735121800803,3.8714153561517115,0.4548257786000617,2.5084798026518653,26.20259019426457,26.193339500462535,5,131.01295097132285,10725,3431.6667037493125,9685
fancy,f,a,n,c,y,4.609929078014184,1.719087264878199,17.44526672833796,9.23527597903176,7.431390687634906,4.551341350601295,3.1683626271970398,3.1267345050878816,10.029293863706444,3.1976564909034844,42.68424298489053,21.83009559050262,5,213.42121492445267,4814.5,4659.005522842006,7211
slimy,s,l,i,m,y,12.064446500154178,10.275979031760716,5.388529139685477,5.197348134443416,8.102065988282455,5.795559666975024,3.0989824236817762,3.046561825470244,10.029293863706444,3.1976564909034844,38.68331791551033,27.513105149552885,5,193.41658957755163,5879,5321.490966715092,5962
pearl,p,e,a,r,l,6.62195497995683,3.112858464384829,12.550107924761022,10.271353684859697,9.528214616096207,9.23527597903176,5.542707369719396,6.410730804810361,3.669441874807277,5.197348134443416,37.91242676534073,34.22756706753006,5,189.56213382670367,6131,6488.250649017608,4080
silly,s,i,l,l,y,12.064446500154178,10.275979031760716,10.661424606845515,5.795559666975024,6.537156953438175,5.197348134443416,5.943570767807586,5.197348134443416,10.029293863706444,3.1976564909034844,45.235892691951896,24.46654332408264,4,180.94357076780759,6712.5,4427.063713404777,7643
porch,p,o,r,c,h,6.62195497995683,3.112858464384829,16.15787850755473,6.842429848905334,9.23527597903176,6.410730804810361,3.1683626271970398,3.1267345050878816,2.8522972556275055,2.713536848596978,38.03576934936787,22.206290471785383,5,190.17884674683933,6092.5,4223.166712449471,8031
dingo,d,i,n,g,o,5.280604378661733,3.781991982732038,10.661424606845515,5.795559666975024,7.431390687634906,4.551341350601295,3.260869565217391,2.534690101757632,2.998766574159729,6.842429848905334,29.633055812519274,23.50601295097132,5,148.16527906259637,9433.5,3482.7749685296703,9576
sepia,s,e,p,i,a,12.064446500154178,10.275979031760716,12.550107924761022,10.271353684859697,2.80604378661733,3.112858464384829,6.7838421214924445,5.795559666975024,5.242059821153253,9.23527597903176,39.446500154178224,38.691026827012024,5,197.23250077089114,5654,7631.127978485218,2756
amble,a,m,b,l,e,5.6814677767499235,9.23527597903176,1.4492753623188406,3.046561825470244,2.582485353068147,2.5084798026518653,5.943570767807586,5.197348134443416,11.732963305581253,10.271353684859697,27.38976256552575,30.259019426456984,5,136.94881282762876,10272.5,4143.93678778144,8171
shady,s,h,a,d,y,12.064446500154178,10.275979031760716,4.2090656799259945,2.713536848596978,9.528214616096207,9.23527597903176,3.630897317298797,3.781991982732038,10.029293863706444,3.1976564909034844,39.46191797718162,29.204440333024976,5,197.3095898859081,5648.5,5762.316144956632,5181
bread,b,r,e,a,d,7.007400555041627,2.5084798026518653,7.246376811594203,6.410730804810361,6.799259944495837,10.271353684859697,8.279370952821461,9.23527597903176,6.344434165895775,3.781991982732038,35.676842429848904,32.20783225408572,5,178.38421214924452,6892,5745.368781680108,5218
friar,f,r,i,a,r,4.609929078014184,1.719087264878199,7.246376811594203,6.410730804810361,8.102065988282455,5.795559666975024,8.279370952821461,9.23527597903176,5.188097440641382,6.410730804810361,33.425840271353685,23.160653715695343,4,133.70336108541474,10520.5,3096.657246723867,10365
reign,r,e,i,g,n,4.841196423065063,6.410730804810361,12.550107924761022,10.271353684859697,8.102065988282455,5.795559666975024,3.260869565217391,2.534690101757632,4.085723095898859,4.551341350601295,32.83996299722479,29.563675609004008,5,164.19981498612395,8024,4854.350065308243,6843
dairy,d,a,i,r,y,5.280604378661733,3.781991982732038,17.44526672833796,9.23527597903176,8.102065988282455,5.795559666975024,5.542707369719396,6.410730804810361,10.029293863706444,3.1976564909034844,46.39993832870799,28.421214924452666,5,231.99969164353996,3889.5,6593.713098607794,3948
quill,q,u,i,l,l,0.6012950971322849,0.1726796176379895,9.150477952513105,3.8714153561517115,8.102065988282455,5.795559666975024,5.943570767807586,5.197348134443416,3.669441874807277,5.197348134443416,27.466851680542707,15.03700277520814,4,109.86740672217083,11893,1652.0764997862043,12549
cross,c,r,o,s,s,7.107616404563675,3.1267345050878816,7.246376811594203,6.410730804810361,7.654949121184089,6.842429848905334,3.9777983348751156,10.275979031760716,30.511871723712613,10.275979031760716,56.4986123959297,26.65587419056429,4,225.9944495837188,4192,6024.079615869432,4778
brood,b,r,o,o,d,7.007400555041627,2.5084798026518653,7.246376811594203,6.410730804810361,7.654949121184089,6.842429848905334,5.38082022818378,6.842429848905334,6.344434165895775,3.781991982732038,33.633980881899475,19.543632439099596,4,134.5359235275979,10469,2629.320639278185,11238
tuber,t,u,b,e,r,6.282762873882208,5.080172679617638,9.150477952513105,3.8714153561517115,2.582485353068147,2.5084798026518653,17.9386370644465,10.271353684859697,5.188097440641382,6.410730804810361,41.142460684551345,28.14215232809127,5,205.71230342275672,5181,5789.1869786857515,5126
shear,s,h,e,a,r,12.064446500154178,10.275979031760716,4.2090656799259945,2.713536848596978,6.799259944495837,10.271353684859697,8.279370952821461,9.23527597903176,5.188097440641382,6.410730804810361,36.54024051803885,38.906876349059516,5,182.70120259019424,6592,7108.333098001161,3311
posit,p,o,s,i,t,6.62195497995683,3.112858464384829,16.15787850755473,6.842429848905334,4.108849830403947,10.275979031760716,6.7838421214924445,5.795559666975024,5.604378661732963,5.080172679617638,39.276904101140914,31.10699969164354,5,196.3845205057046,5712.5,6108.933218814516,4637
blank,b,l,a,n,k,7.007400555041627,2.5084798026518653,5.388529139685477,5.197348134443416,9.528214616096207,9.23527597903176,6.074622263336417,4.551341350601295,1.9966080789392537,2.320382362010484,29.99537465309898,23.812827628738823,5,149.9768732654949,9284,3571.373431368438,9386
villa,v,i,l,l,a,1.8655565834104226,1.0699969164353993,10.661424606845515,5.795559666975024,6.537156953438175,5.197348134443416,5.943570767807586,5.197348134443416,5.242059821153253,9.23527597903176,30.24976873265495,21.2981806968856,4,120.9990749306198,11334,2577.0601620283405,11345
shank,s,h,a,n,k,12.064446500154178,10.275979031760716,4.2090656799259945,2.713536848596978,9.528214616096207,9.23527597903176,6.074622263336417,4.551341350601295,1.9966080789392537,2.320382362010484,33.87295713845205,29.096515572001234,5,169.36478569226026,7577,4927.925124243502,6701
